SKU,Original Name,Similarity Score,Image Source URL,Saved Filename,Status
F4E18C,2.6L Downy Perfume Elegance,89.79591836734694,https://www.selectedbrandselp.com/wp-content/uploads/2023/01/Downy_Perfume_Elegance_2.6L.jpg,26L_Downy_Perfume_Elegance.jpg,Success
3FD522,2.6oz Degree Advanced Women ASST'D,0,,,Failed
89EC8B,2.6oz Dove Deodorant*12,0,,,Failed
226FBA,2.6oz Dove Women Stick Deodorant *12,85.71428571428572,https://www.blackboxreviews.co.nz/wp-content/uploads/2020/02/Dove-Women-Stick-Deodorant-Fresh-Pomegranate.jpg,26oz_Dove_Women_Stick_Deodorant_12.jpg,Success
49DD3D,2.7oz AXE Deoderant *12,0,,,Failed
808952,2.7oz Degree Advanced Men Deod *12 ASST'D,0,,,Failed
70935F,2.7oz Degree MEN Deod *12,0,,,Failed
1BE019,2.7oz Dove MEN Care Deod. Asst'd,0,,,Failed
5D3F85,2.7oz Irish Spring Deod.,91.66666666666666,https://static.slickdealscdn.com/attachment/1/1/7/1/5/2/7/15027223.attach,27oz_Irish_Spring_Deod.jpg,Success
8CF00E,2.8 Litres Ariel Revitacolor,0,,,Failed
7ACD3D,2.8L Downy Amencer LRG,81.08108108108108,https://windwardroad.gibbotrading.com/wp-content/uploads/sites/3/2025/02/Downy-Amanecer-600px.png,28L_Downy_Amencer_LRG.jpg,Success
33D267,2.8L Downy Aroma Flora LRG,82.6086956521739,https://windwardroad.gibbotrading.com/wp-content/uploads/sites/3/2022/12/700ml-Downy-Aroma-Flora-Liquid.jpg,28L_Downy_Aroma_Flora_LRG.jpg,Success
F60388,2.8L Downy Pureza Intense Silvestre,0,,,Failed
C4F054,200 FT Diamond Foil*12,0,,,Failed
5F5C88,200 FT Housekeeper Foil *12,88.0,https://windwardroad.gibbotrading.com/wp-content/uploads/sites/3/2022/12/25-FT-HouseKeeper-Foil.jpg,200_FT_Housekeeper_Foil_12.jpg,Success
7A552B,200 FT HouseKeeper Plastic Wrap *24,83.87096774193549,https://harbourstreet.gibbotrading.com/wp-content/uploads/sites/2/2023/01/200-FT-HouseKeeper-Plas-Wrap.jpg,200_FT_HouseKeeper_Plastic_Wrap_24.jpg,Success
E931B7,15oz Carib Cho. Classic Mackerel *24,0,,,Failed,,Not Uploaded,False
48BCB4,15oz Carib Cho. HOT Jack Mack *24,0,,,Failed,,Not Uploaded,False
C604A2,15oz Dole Trop. Fruits n Syrup *12,85.29411764705883,https://harbourstreet.gibbotrading.com/wp-content/uploads/sites/2/2023/12/Untitled-design-12.png,15oz_Dole_Trop_Fruits_n_Syrup_12.jpg,Success,,Upload Failed,False
1796F6,200ft Covebay Aluminium Foil,90.9090909090909,https://windwardroad.gibbotrading.com/wp-content/uploads/sites/3/2022/12/FFS10126.jpg,200ft_Covebay_Aluminium_Foil.jpg,Success,,Upload Failed,False
